ind,iid,quarter,s,base_ai,large_share,tier_econ,tier_bal,tier_flag,tier_reason,vintage,z_agent,a_single,a_agent,a_multi,B_hw,B_el,ln_p_nom,ln_eta,ln_p_adj,scale0,u_shock,eps_i,ln_T_std,ln_T_phy,T_phy_wanyi,T_std_wanyi,p_nom,p_adj,eta,spend_yi,ln_E
软件与信息技术服务,0,2023Q1,0,0.4237890633455348,0.3073840922988697,0.28765911831881996,0.36511374053242746,0.25876441325770794,0.08846272789104473,0.02,0.14842000511827322,0.965,0.03,0.005,-0.17140268117449403,0.0023659925019087627,2.4303914084414333,-0.0896590288756153,2.5200504373170487,0.04698040661405811,-0.5958558239946263,-1.8357232623871087,-5.523141525314768,-5.4334824964391535,0.004367858234931027,0.003993283215909542,11.36332891253994,12.429223544456896,0.9142428625485365,0.0004963340976686741,-7.6082612739858115
软件与信息技术服务,0,2023Q2,1,0.4237890633455348,0.3073840922988697,0.30919634926068823,0.3414869316734267,0.2758843249111699,0.07343239415471524,0.42436479977039443,0.41253881090092587,0.8853875062107454,0.09944788566028374,0.015164608128970861,-0.04460164433809878,-0.004863607437477914,1.9728130745033787,0.7578107930241101,1.2150022814792685,0.04698040661405811,-0.06769745431540208,-1.8357232623871087,-3.087605821342363,-3.845416614366473,0.021377493534754287,0.04561102472755748,7.190876534344241,3.3703017535864146,2.1336002115217916,0.0015372291662216035,-6.477773725851185
软件与信息技术服务,0,2023Q3,2,0.4237890633455348,0.3073840922988697,0.3034163354007394,0.33433860683733374,0.27269331086729626,0.08955174689463066,0.21239800148289392,0.599617522734425,0.8151841539526675,0.16054543909342023,0.02427040695391227,-0.017275680947355487,-0.014789805069069822,1.8622558510979428,0.7775908135924263,1.0846650375055165,0.04698040661405811,-0.3000965180617433,-1.8357232623871087,-3.283659774410146,-4.061250588002572,0.017227461181840646,0.03749079756415174,6.438244122137209,2.9584486834013823,2.1762230179145923,0.0011091460069333249,-6.804164922892721
软件与信息技术服务,0,2023Q4,3,0.4237890633455348,0.3073840922988697,0.37526202241291934,0.2816301489639157,0.25517722243471613,0.08793060618844875,0.5416827182383612,0.6221049242070655,0.8036508328618193,0.17145847948917892,0.024890687649001868,-0.00251031123039841,-0.009837498568575829,1.18247189884614,1.2883646482543047,-0.10589274940816473,0.04698040661405811,-0.37915722469926766,-1.8357232623871087,-1.806036551614412,-3.0944011998687166,0.04530213126222073,0.16430405864204453,3.2624286374992706,0.8995211170748275,3.626850526987553,0.001477949703696199,-6.517099487010668
软件与信息技术服务,0,2024Q1,4,0.4237890633455348,0.3073840922988697,0.37700117321842463,0.31940160084508185,0.2324793911671394,0.07111783476935417,0.3831885767980907,0.7106606124338176,0.7643434471366441,0.2058051234182649,0.029851429445090897,-0.022174208409454388,-0.008472754331853374,1.124122924224428,1.1686001859520767,-0.044477261727648765,0.04698040661405811,-0.20699576778884796,-1.8357232623871087,-1.791798691594364,-2.9603988775464405,0.051798251891917016,0.166660129733813,3.077516449736799,0.9564973489435777,3.2174856032124106,0.001594099722649849,-6.441446139310104
软件与信息技术服务,0,2024Q2,5,0.4237890633455348,0.3073840922988697,0.4178731831980277,0.2963718353780413,0.19608210169125578,0.08967287973267522,0.4213006507588358,0.8904934228407059,0.6763197844156297,0.2813810474378875,0.042299168146482845,0.0014715575546926374,0.019360429687991315,0.9403733423401187,1.2624326916477702,-0.32205934930765145,0.04698040661405811,-0.33186017488612735,-1.8357232623871087,-0.6306894864975254,-1.8931221781452956,0.1506008712944603,0.5322247127171623,2.5609373462157246,0.7246551812703421,3.5340081909389305,0.00385679395670611,-5.557919021793269
软件与信息技术服务,0,2024Q3,6,0.4237890633455348,0.3073840922988697,0.3779109088377173,0.34163468310658596,0.21858317770702318,0.061871230348673506,0.7039570850588861,0.9710993633932885,0.6310746327188523,0.3203735480287071,0.0485518192524406,-0.030366538537094256,0.01166704725966083,0.48125668730336935,1.7419970633302728,-1.2607403760269036,0.04698040661405811,-0.27090748968742495,-1.8357232623871087,1.4853822724030223,-0.25661479092725037,0.7736661796038554,4.416653454841573,1.6181065790133886,0.28344409358285444,5.708732747117183,0.012518743351771524,-4.380528289611973
软件与信息技术服务,0,2024Q4,7,0.4237890633455348,0.3073840922988697,0.4534621426846037,0.2818229246128368,0.2011436991258894,0.06357123357667022,0.521994519275097,0.9482727832428438,0.6425638353782975,0.3111689883377561,0.04626717628394634,0.01640864106083173,0.017493705910801856,0.5803552011865004,1.5874731138962919,-1.0071179127097913,0.04698040661405811,-0.34412979342310346,-1.8357232623871087,1.6243347952656282,0.03686168136933621,1.0375494984866018,5.075041972137781,1.7866729464034963,0.3652702045968813,4.891373355719776,0.01853761619500527,-3.9879533034322545
软件与信息技术服务,0,2025Q1,8,0.4237890633455348,0.3073840922988697,0.4290491327064449,0.28933188414619365,0.21178283252349586,0.06983615062386556,0.7086973224314425,1.1203375216251228,0.5383757148512791,0.3997137417838721,0.06191054336484876,-0.08159886087616941,0.0018653328395680374,0.14981206887132426,1.820236789373869,-1.6704247205025446,0.04698040661405811,-0.0007067792614334489,-1.8357232623871087,3.5166371370264082,1.696400347652539,5.454278505962389,33.67100687779951,1.1616159184233221,0.18816713022673193,6.173320053420772,0.06335776736040086,-2.758957769464228
软件与信息技术服务,0,2025Q2,9,0.4237890633455348,0.3073840922988697,0.4430338984857943,0.328591295084407,0.1625689607008722,0.06580584572892659,0.6651571855536879,1.091335767815903,0.556039017306621,0.3852003719016507,0.05876061079172831,-0.12429015848045866,-0.012215242887003,0.0719851863452648,1.7578529857436462,-1.6858677993983815,0.04698040661405811,0.07780048980313824,-1.8357232623871087,4.162772486417525,2.404919500673879,11.077538511908163,64.24940650250228,1.0746394246085003,0.1852835731961487,5.799971395579917,0.1190435961251549,-2.128265498968948
