Dimension,SBOA,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
D=10,11.000,7.757,5.829,4.151,2.429,1.387,2.897,3.889,5.442,7.566,8.843
D=30,11.000,7.725,5.512,4.010,2.677,1.597,2.776,4.465,5.885,7.234,8.576
D=50,11.000,8.114,6.168,4.497,2.953,1.398,2.682,3.809,5.189,7.162,9.143
D=100,11.000,7.276,5.629,4.504,2.959,1.775,2.656,4.103,5.433,7.342,9.177
Average,11.000,7.718,5.784,4.290,2.754,1.539,2.753,4.066,5.487,7.326,8.935
