prov,region,year,dev,numi,d_goods,d_labor,d_capital,d_land,d_tech,d_inst,seg,lnpgdp,urban,indstr,digital,transport,fiscaldec,openness,humancap,finance,miscap,mislab,mismean,ace,tfp,lntfp,innov,entry,flow
北京,东部,2006,0.97,0.5347535878937069,0.597016649708581,0.4896859103187646,0.5635493213334029,0.46615039259744584,0.5284740148109718,0.5415717271287489,0.021956261287818586,11.300301687289709,0.714258089163078,0.5199825838426664,0.4496939865733754,0.6569293592931321,0.5463896543322017,0.5834831353878946,0.742351464992508,2.4822275683136903,0.41963035183724523,0.36390882117291096,0.3917695865050781,0.5915206574229052,1.141088370333906,0.13198251777910255,4.4173257610519965,0.11520742416843575,0.3416249568908972
北京,东部,2007,0.97,0.5515515844049429,0.600713039713718,0.5421667367071773,0.5710593466287044,0.4866616444103682,0.49846767416769666,0.587503334127564,0.022790752262345133,11.43799173587523,0.7238135444369244,0.48480852833534044,0.44327128466369026,0.6351795773000027,0.5261381559199614,0.5836595185670185,0.7342558858165381,2.4647222050071624,0.4056975283401174,0.383200683400704,0.3944491058704107,0.575087954480213,1.153020286183371,0.1423848353935246,4.28614409975002,0.12339928090281897,0.4005155581501493
北京,东部,2008,0.97,0.5574969032867529,0.6145333891363188,0.5200479495390576,0.5570654096061362,0.5178462302931508,0.5473991896079613,0.5740098008741267,0.022899540650035233,11.489633824277984,0.7364004523092993,0.47430967602689034,0.4885502077855535,0.7098180123662994,0.5958515027631066,0.5808433697658955,0.7820419253241119,2.4890314429422493,0.4102728661477955,0.35904623583367323,0.38465955099073434,0.6169307150269071,1.1794619701621114,0.16505837700761283,4.450697068928307,0.12095466505695078,0.4475455624091351
北京,东部,2009,0.97,0.5737155030425618,0.657696613642622,0.5532121734993805,0.5672435490788212,0.49018805220947836,0.5459610227681508,0.5998244635027433,0.01900860599839636,11.634653218628506,0.7467360962836042,0.4825196132035393,0.49897227639899233,0.6778481097614454,0.5020940353999841,0.596871037872002,0.7501705773051727,2.566744838265537,0.3974000513826725,0.3799369994178677,0.3886685254002701,0.6106156539892066,1.2257169054660557,0.2035259017688924,4.6871386381682525,0.13493113987310437,0.4156576527276812
北京,东部,2010,0.97,0.6005996415810672,0.6393497912706884,0.6030890505189658,0.5994529666937582,0.540137662334718,0.5564807317810581,0.6478715848974658,0.0175245696246481,11.641398969090302,0.7469436669212857,0.4587012782810025,0.4722870386225213,0.6869569702112376,0.6403180836736996,0.5839325503140617,0.7940251642568702,2.5860052879561675,0.3844994350296283,0.33296474539420795,0.3587320902119181,0.6278054413640486,1.2518277450189685,0.2246046793617165,4.812405447255345,0.12610172579166753,0.46243417313237595
北京,东部,2011,0.97,0.6012309002163247,0.6675393037604153,0.5764284065897352,0.6266718081632573,0.5315904349912178,0.5331675504347178,0.6451147156314998,0.01982626047084175,11.777485753872924,0.7734611883076816,0.4603517802283355,0.523736369699628,0.7149727832743172,0.5453983498319739,0.627543727012499,0.7895530771298702,2.557978740135827,0.4141783525712862,0.321886488134508,0.36803242035289707,0.6251596499332944,1.324051793577254,0.2806965757657406,4.924981025203178,0.13010355110137423,0.45124588227570556
北京,东部,2012,0.97,0.6251004347067995,0.6910596055323167,0.5991064822611277,0.6129490776562699,0.5649196952096289,0.6276021960631218,0.6365961738425884,0.019814241632871966,11.797169157910625,0.7718711596338442,0.47728631111587566,0.5217663813180345,0.750958644765266,0.5484701698603501,0.5810424844358428,0.8047397031203597,2.6884120005048024,0.39535281404214373,0.29329868815391746,0.3443257510980306,0.6277064598536152,1.3255508641976346,0.281828119603781,4.9115577114233275,0.11778900082753632,0.45390200561030936
北京,东部,2013,0.97,0.6296033170979117,0.6887078585932833,0.5941951371859283,0.6540848844050777,0.5357907391996032,0.610617870944323,0.6704530490885403,0.019774598883032204,11.893367200205466,0.7610446786041363,0.43124030971051314,0.5637707808799974,0.7832745957361521,0.5610232083262687,0.5562164282618074,0.8107154979739565,2.690040925163703,0.35814722595458326,0.3581117552669728,0.35812949061077803,0.6644531869675153,1.3986510114387518,0.3355082088376786,5.3254727667643005,0.12749222485647865,0.4577544826855667
北京,东部,2014,0.97,0.6652667296785493,0.7184638309890808,0.6377889882731126,0.6916218619883138,0.5543552401708164,0.6679817948463718,0.6964867172187083,0.020843841185842357,11.859502007487581,0.8045063248667023,0.44183463648432436,0.5404614171264853,0.7830480968432939,0.6143338879864644,0.6498024831434277,0.8088636818158454,2.6742888679465064,0.333836591856916,0.30946395102901036,0.3216502714429632,0.6764847893983135,1.3932029742352028,0.3316053943302862,5.350190699504736,0.1344045638880578,0.47682183342615303
北京,东部,2015,0.97,0.6904455070866865,0.7263451839218644,0.6622281402387479,0.6957789417101427,0.6049951751958302,0.7072250906219786,0.7330140495386688,0.018395374743737584,11.998781844485096,0.8210592025225913,0.47419027506831446,0.5875213728901406,0.8197652110896863,0.5678740189285749,0.6422458206465265,0.8138172068988149,2.8404512742502823,0.3806962647673162,0.2841788664843586,0.3324375656258374,0.6898825589516271,1.529954960039522,0.4252382970883757,5.277896742343314,0.14551261231416032,0.48488075081315185
北京,东部,2016,0.97,0.6969104262758802,0.7425203153605576,0.6410208728715983,0.7169220017816366,0.621489973185178,0.7001010369438192,0.7463526265245906,0.018552603473383267,12.051812096914835,0.8315140117784005,0.4438135155609154,0.5861528130610764,0.8404343530091374,0.5394250151583947,0.6335831387567179,0.8083285079009608,2.749627380352742,0.31985939673338826,0.30169924782175317,0.3107793222775707,0.6983575483582809,1.5511677925056289,0.43900806177667046,5.657248477373592,0.15312079976219065,0.4750470329239341
北京,东部,2017,0.97,0.7287899455861617,0.7893430456751732,0.6827324931160004,0.7262340870473036,0.6272601632070283,0.7229630520522761,0.8069764757660464,0.017291349630201864,12.182223719268208,0.8202470497264608,0.44783401258587113,0.5863293817883073,0.8534312913694254,0.5585167430186322,0.6405291300664071,0.8515886518923848,2.823804036783868,0.3243710987374216,0.2991544222431854,0.3117627604903035,0.7340207806334471,1.5716820164778271,0.4521463939514808,5.718775249312669,0.14197607778291665,0.5283847622235673
北京,东部,2018,0.97,0.7419930859915459,0.8019943012453769,0.6821480023679569,0.7128046243932082,0.6379794685085379,0.7949651057745866,0.8129390764538506,0.015953999850679038,12.205200810216299,0.8539627387917472,0.4471188675816377,0.671059984275628,0.861297905029323,0.5246707702635922,0.5782960000694547,0.8275843665308363,2.7430452692548224,0.28615944166951657,0.2632123088653799,0.27468587526744825,0.6993743643191117,1.5870876378182255,0.4619006623372984,5.934769696043093,0.15614852791538125,0.5593332810080202
北京,东部,2019,0.97,0.7797216116082094,0.822541880618021,0.7588222730757334,0.8026004315233506,0.6619427185724779,0.8050342347390311,0.8048668856384563,0.014395046103585128,12.318802468589885,0.8581544960871227,0.46179281829042973,0.6466007506158676,0.8848274528737109,0.5412454224007802,0.5916377560353813,0.8888463616957425,2.8422975160532395,0.2810397954626253,0.26523590955567516,0.27313785250915024,0.7652518309941185,1.6797686060949164,0.518656049461593,6.053117680664,0.1494038324527723,0.5411991046657537
北京,东部,2020,0.97,0.8023049201020582,0.8460442622100041,0.7416744312912987,0.8248093928021589,0.6764297131955213,0.8537115849659336,0.8558138782064799,0.015737762520948807,12.342061595921137,0.857323371833386,0.38280587327072907,0.6399575269527291,0.9123109806092331,0.5433894662970213,0.6480704119582507,0.8554711168895351,2.857099494875236,0.3003016782060162,0.25265318279939153,0.2764774305027039,0.7837904716151338,1.7490122656711515,0.5590512089742251,6.156510968263503,0.1328670960190751,0.5743621410396196
北京,东部,2021,0.97,0.8243055525062726,0.8672813393300023,0.7820864573304227,0.8195810500703176,0.689152898186658,0.8771880003926247,0.896596850020754,0.015298003255784808,12.482723125043817,0.8674479380187186,0.42281664374564,0.6876493838895906,0.9291758084708406,0.5416776845972365,0.6241409193395945,0.9248936503030336,2.9101084521367095,0.28342062601942275,0.3053009154581965,0.2943607707388096,0.8049493494888387,1.791467058776403,0.5830348700841361,6.205050824298118,0.14146840115627232,0.5912156841990994
北京,东部,2022,0.97,0.8454177723841731,0.8998019644603714,0.8073984779026604,0.8416764130004339,0.6959694892143465,0.9039093642196786,0.9040117733772108,0.014171761941493772,12.485914917001338,0.8921932796859023,0.4050957607826735,0.6938932401256402,0.95,0.5040167688244244,0.5648654148622633,0.8983120130819076,2.8739047832179647,0.264026081581078,0.21829301831908887,0.24115954995008343,0.8015428795811892,1.8462520202336317,0.6131576490990795,6.598074578907952,0.14839765225095247,0.6091323001590222
北京,东部,2023,0.97,0.8562458545075646,0.8941082752164371,0.8091949917434369,0.8795691362586511,0.6673557533611421,0.9222443508596506,0.9445346554959598,0.013314878464770667,12.636071007391656,0.896266057421099,0.43091915381663665,0.6892924666873715,0.95,0.5182760174073705,0.6363628257050845,0.901021680801492,2.9060102525395277,0.27670017874202946,0.20977631961282145,0.24323824917742545,0.815681372938782,1.9382523230890327,0.6617867026659526,6.471888607381525,0.15678246038617724,0.5909006543580759
天津,东部,2006,0.85,0.44883927288201564,0.498116025121128,0.39478263721042717,0.4537271548257258,0.4140358762437558,0.3955724236679112,0.5278894604464662,0.026047068190928925,11.012212594709705,0.6660305273096785,0.48124944849826234,0.3970383781834633,0.5553055866634439,0.5704210563131764,0.5202186086038166,0.6904059994061253,2.25892574315347,0.43937535478558065,0.37981764300861787,0.40959649889709926,0.5191315670673218,1.0275296561248488,0.0271575293803533,3.755836099117333,0.09816607719139879,0.34255061834963196
天津,东部,2007,0.85,0.4605563748280086,0.5151191390887747,0.4328077089326577,0.4858186186207771,0.42439473306118464,0.4142088747488434,0.4708880947316206,0.02437428288858506,11.195149148458794,0.6765382656978367,0.47051201105243573,0.3884768594861048,0.621783647309522,0.4938795489477675,0.4726490889788852,0.6804930233374328,2.2508227178665288,0.4459392407409183,0.37760347270349964,0.411771356722209,0.49895907211009377,1.0443566043003096,0.04340100613728399,3.832119523016079,0.11173079231150122,0.3350530453898252
天津,东部,2008,0.85,0.46810531406715156,0.5294185162655326,0.4543259259816864,0.45893825393831095,0.3911937046486961,0.45295771856159067,0.5008218799559297,0.026035163085037703,11.225419932035251,0.6954179773125372,0.5186014751190178,0.4646989560250863,0.6203350599946382,0.5626714250581223,0.5057767083194682,0.6746241613303056,2.288448702380877,0.43033749347463074,0.3562139755379045,0.3932757345062676,0.5474556369844887,1.128337277297832,0.12074511307953109,4.034005537513371,0.11763313271343018,0.35832228633567637
天津,东部,2009,0.85,0.46508443372778774,0.5204911235293427,0.4425406917066317,0.5048663058630101,0.40349627666327437,0.4033811760118476,0.48970862883165384,0.025292809979569994,11.249723058297532,0.6847264354587045,0.49833511800130326,0.4365477244245772,0.6587998366627318,0.5230341154530063,0.5320468460147687,0.743915101693068,2.373604830725523,0.4210139962062293,0.3676781203936672,0.3943460582999483,0.5191451736858641,1.0990556153015867,0.09445127951103637,4.071653847196474,0.1088307102418397,0.36552688890101415
天津,东部,2010,0.85,0.49198433163075456,0.5370587674894826,0.4718441409409499,0.4988828154526304,0.432902499760209,0.483210504470943,0.5116920022996193,0.020157729447873446,11.367846502649167,0.7059076325981821,0.46573202902163696,0.4696264767566798,0.6641610484159696,0.5227235117184031,0.5619107768614341,0.711374228053448,2.363819440735907,0.4065954697425844,0.38727490940147596,0.3969351895720302,0.5583709021750795,1.140540924398794,0.1315026449558694,4.203735577794078,0.09877540036107377,0.3683076722082344
天津,东部,2011,0.85,0.5025570475836445,0.5375324824291209,0.4774172541724107,0.5196044978414167,0.43784522812211957,0.49317345899812043,0.535415232990111,0.022512000501385066,11.444959657485748,0.7017881693990838,0.48461701574429394,0.4777280816595314,0.6615937349195526,0.5561421767544406,0.5539731625384667,0.702233060674178,2.461490326284109,0.39635728144329313,0.3530668764892114,0.37471207896625225,0.5523380932440451,1.2016320044930104,0.18368063657067582,4.37241244795195,0.11497084105712951,0.3463149778060048
